Node ID,Features
107494727142915463790,"['gender:1', 'job_title:man', 'job_title:of']"
104402312334775525717,"['gender:1', 'job_title:design', 'job_title:land', 'last_name:adam', 'place:St.']"
109345865429707844168,"['gender:1', 'job_title:at', 'job_title:make', 'job_title:media', 'job_title:of', 'job_title:social', 'job_title:the', 'job_title:to', 'last_name:michael', 'place:Dallas', 'place:Nashville', 'place:Orlando', 'place:San', 'university:non-ascii_863']"
104142754390088344306,"['gender:1', 'job_title:arts']"
105733948050774149627,[]
102512541586858673434,['gender:2']
100537772575114025993,"['gender:2', 'job_title:&', 'job_title:a', 'job_title:am', 'job_title:and', 'job_title:emergency', 'job_title:i', 'job_title:in', 'job_title:on', 'job_title:teacher', 'job_title:the', 'job_title:work', 'last_name:laura', 'place:Boise,']"
115604980276640526941,"['gender:2', 'job_title:ceo', 'job_title:my', 'job_title:of', 'place:Miami,']"
106496967013882292185,[]
112915508949553064969,"['gender:1', 'institution:IBM', 'job_title:media', 'job_title:ninja', 'last_name:paul']"
111173171230586494613,[]
113641354088554800188,"['gender:2', 'job_title:artist', 'job_title:fine']"
101488008052888335356,['gender:1']
113532036700237936114,[]
106328387072777040158,[]
111625639286470334885,[]
110688474802292277786,"['gender:1', 'last_name:dave']"
107625733670511152905,"['job_title:and', 'job_title:band', 'job_title:broadcaster;', 'job_title:film', 'job_title:for', 'job_title:i', 'job_title:of', 'job_title:pr', 'job_title:radio']"
115126222761735927257,"['gender:1', 'last_name:mark']"
105699527508121484553,"['gender:1', 'last_name:christopher']"
109585716855239048243,"['gender:1', 'job_title:/', 'job_title:blogger', 'job_title:fire', 'job_title:photographer']"
102299732908887751198,['gender:2']
105004335241251586694,[]
113210890654034986465,[]
116638958379604473194,"['gender:1', 'last_name:george', 'university:Bradley']"
101426164395172997809,"['gender:1', 'last_name:christopher']"
115599866490385225976,"['gender:1', 'last_name:ken', 'place:Dallas,']"
100351700763266493358,[]
104449572275071184198,"['gender:2', 'job_title:and', 'job_title:research']"
