Node ID,Features
109549749746353031555,"['gender:2', 'job_title:actress,', 'job_title:filmmaker,', 'job_title:photographer', 'place:Dallas,', 'place:Moscow,', 'place:Washington,', 'university:University']"
104294083885937159989,"['gender:1', 'last_name:alex']"
114051322401103919567,"['gender:1', 'job_title:photographer', 'job_title:urban']"
117574356623680867920,"['gender:1', 'job_title:photographer', 'last_name:steve', 'place:Montreal']"
105656942431287100226,[]
104112700502285331526,"['gender:2', 'place:Alexandria,', 'place:Bethesda,', 'place:Greenwich,', 'place:Naples,', 'place:Rome,', 'place:Washington,']"
103814318968872067095,"['gender:2', 'job_title:the', 'job_title:way', 'last_name:kendra', 'place:Austin,', 'place:Riverside,', 'place:San', 'place:Santa', 'university:University']"
113158814439512755352,"['gender:2', 'job_title:&', 'job_title:-', 'job_title:.', 'job_title:art', 'job_title:commercial,', 'job_title:editorial', 'job_title:fashion', 'job_title:fine', 'job_title:food', 'job_title:life', 'job_title:lifestyle', 'job_title:photographer', 'job_title:still', 'place:Australia', 'place:Canada', 'place:Texas', 'place:Washington']"
105720374917117266351,"['gender:1', 'last_name:jack']"
109903915442790058971,[]
109970338579215706051,"['gender:1', 'job_title:researcher', 'last_name:thomas', 'place:Berlin,']"
103650951579527262798,"['gender:3', 'job_title:and', 'job_title:enthusiast', 'job_title:lover']"
113977984500465768287,"['gender:2', 'job_title:of', 'job_title:photography', 'job_title:student']"
115038846156832248145,[]
102245160667846222465,"['gender:2', 'last_name:jennifer', 'place:Toronto']"
107958711860940415885,"['gender:1', 'job_title:photographer', 'last_name:vincent']"
107622876449600446989,[]
111124838372075709293,"['gender:2', 'job_title:photographer', 'last_name:kimberly']"
104051069913864446196,"['gender:1', 'last_name:tomasz']"
117440562136163282023,"['gender:1', 'job_title:and', 'job_title:anything', 'job_title:in', 'job_title:nature', 'job_title:of', 'job_title:photographer', 'job_title:specializing', 'job_title:wildlife', 'last_name:aj']"
104962347070667053810,"['gender:2', 'job_title:/', 'job_title:editor', 'job_title:entrepreneur', 'job_title:photography', 'job_title:video', 'last_name:lisa', 'place:Glendale,', 'place:Los', 'university:School']"
115961021629090154025,"['gender:1', 'job_title:amateur', 'job_title:consultant,', 'job_title:photographer', 'job_title:technology', 'last_name:jeff', 'place:Canada']"
