Node ID,Degree Centrality,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
106756757396535914887,0.02831350020517029,0.007281413395485213,0.28471490914265657,0.0
111692164559406908788,0.09068526877308165,0.004144643712091478,0.2775681068505744,0.00015931637680281318
105976690877361609078,0.02667213787443578,0.009654066749080157,0.29029911862430013,0.0
100605864222557374608,0.12105047189167008,0.03491681872115652,0.3342081272817263,0.0
104112700502285331526,0.14033647927780057,0.04819733896928884,0.3380350911484918,0.0
104969644294937516031,0.05129257283545342,0.018987122723164582,0.30223965996794844,0.0
108155571834093720799,0.031185884283955682,0.004774382508045831,0.2769737425960764,3.453562346741855e-06
102642832328991846092,0.054985638079606075,0.0009225480908011129,0.25702282720788405,2.1630596934556854e-06
112365820314826728239,0.04021337710299548,0.007761161729125121,0.2943042953182427,9.947515925757915e-05
111144389496315143142,0.2938038572014772,0.020656716457156894,0.31083625783687036,0.0012346565409698887
115305893755558429994,0.17152236356175626,0.007079974553830416,0.28577020224770544,0.00011479633845606064
110257628390025868486,0.008206811653672548,0.001751678392969137,0.2639015675930024,0.0
106250709374824352211,0.22199425523184244,0.015291864647870086,0.2993271340291991,0.00036852721752863514
110800760184496212592,0.12966762412802627,0.015745259476218153,0.30036978297211653,0.0003787003189497801
109787685148095217484,0.02831350020517029,0.005368030853767304,0.2898929922692018,0.0
118153481843054469599,0.020927369716865,0.006276055125764808,0.2786144055839907,1.030945119824323e-06
112754019546978412552,0.032416906032006566,0.00438925013400787,0.2888816031096989,2.9960770258814628e-05
109385188178546641401,0.12515387771850636,0.013764447162128324,0.3091645958586619,0.0010213572986744622
112944457855043984127,0.01723430447271235,0.006135006260247046,0.2809320917489499,0.0
111907628656302771734,0.0599097250718096,0.005742975767249977,0.2814179772474684,0.00015975045218545882
103725469247964473316,0.003282724661469019,0.0017784239072234568,0.2648460006058608,0.0
115765806106805622953,0.19368075502667215,0.0029792651445115044,0.2764557580387233,0.00028912129126663775
107310017590537849030,0.12022979072630283,0.015053475921859327,0.30696348333994106,0.00020749974740301663
114703714445331612880,0.10463684858432498,0.033506191730175015,0.3261182103777549,0.0
100915416592142928551,0.21378744357816987,0.01169659800329357,0.2941369819041903,0.00016024122231243125
102863569382913847828,0.18219121871153057,0.013732389787040325,0.30028261820630914,0.0010878980253337534
111407952177634483703,0.0012310217480508822,0.0004229814782357286,0.242017648766673,2.807475250982672e-08
101145980349117737014,0.20845301600328273,0.06920712273959123,0.3667531165911955,0.0
102556150969875446067,0.03282724661469019,0.015314306346755232,0.28920455627136427,1.1038002905802843e-08
105809055044456717985,0.02379975379565039,0.006604352836403997,0.28724079688664467,0.0
107277383916180293265,0.2498974148543291,0.01974898832851603,0.30934944763496003,0.0008130668765965474
113279811202875553906,0.027492819039803038,0.005827471454865693,0.29598795833493746,1.0210272253168782e-06
115535066186405182837,0.22897004513746408,0.008794623495792861,0.28592812996378597,0.00026236867705377727
108189481625587435470,0.11612638489946656,0.039058310113673826,0.3288091254744929,0.0
105426743019195604827,0.12761592121460813,0.01842012828447626,0.3054232297340441,0.00036631707456107564
118240196689173394609,0.09971276159212146,0.0034596673341236446,0.26655690426041767,9.413950605856063e-05
117188114405410532586,0.04267542059909725,0.0021747280485948364,0.2575986811896792,4.324861572768541e-06
112946414169405920789,0.07221994255231842,0.007011295781398828,0.2790652379554858,8.165539338323226e-05
102854051892257849160,0.013541239228559704,0.0025459589368589325,0.2695425637767495,1.1675039960905668e-06
112097913228945570211,0.015592942141977841,0.004628356446342427,0.27525971157548546,0.0
103850296736302280410,0.011899876897825195,0.0012684703884126658,0.2581127219603246,2.468487894960311e-07
106096361729029699575,0.23676651620845302,0.0389298654904015,0.32346792820848436,0.0006903704929081092
110051435860595155587,0.028723840787853918,0.010744691779338759,0.2909512929991933,0.0
105920130412372989728,0.0508822322527698,0.006322885255736684,0.2866409701769921,0.00044322931148026043
114535734825389534681,0.15100533442757488,0.013322683534663073,0.30416634401497394,0.0006345820006487484
107660373411050226642,0.19819450143619202,0.005431261382980771,0.2789899979344679,0.0001599022430968181
101357807332902480720,0.1830118998768978,0.013305803763445792,0.3056939150188896,0.0010702514286825748
111789696120701217069,0.04554780467788264,0.012566231018052933,0.2955998728588095,0.0
103488169034643528443,0.01107919573245794,0.004553143280794548,0.28200260053623494,0.0
106671084931094301510,0.02708247845711941,0.0026556317908079403,0.2709541509135746,2.42275522794516e-05
106713595342939258357,0.03323758719737382,0.004899744080896938,0.2828796889936964,6.122741220095615e-06
100950689380752786392,0.0024620434961017644,0.0006817181979484404,0.2488776253591466,0.0
115087934048348184516,0.11120229790726302,0.03030013186853692,0.3296460561152171,0.0
109808157704804887611,0.17152236356175626,0.04405571861983009,0.3528874503985447,0.0
114849122005373371847,0.02667213787443578,0.007021270997446792,0.2877193986032011,0.0
117736038773715729119,0.02338941321296676,0.003583358351893395,0.27180822231125334,1.0827881739186922e-05
117386527918823043677,0.01723430447271235,0.0019151023329751257,0.2658037252347653,1.1165806080198691e-05
118203006950870376120,0.086992203528929,0.007884978810594905,0.2943042953182427,5.797857221562467e-05
116022830758088572242,0.0012310217480508822,0.000429771705428193,0.24227906868155966,0.0
102987934493562222561,0.3245794009027493,0.03589541583713267,0.3378301999147703,0.004040834206880828
115658991092488583069,0.05867870332375872,0.0043167664922479565,0.2811121712412229,1.0859639580446503e-05
108805430409141907975,0.20311858842839556,0.05845953742843672,0.3513663505395387,0.00050372208745887
115684945308056329333,0.013130898645876077,0.0007341619910094006,0.24976439834393951,2.882963502437671e-07
113537711651274258466,0.12925728354534263,0.025542152178442766,0.31673520120567533,0.00016670593897724243
101763511463762540696,0.07221994255231842,0.02892103623626932,0.3194812070213158,0.0
114318095399599890649,0.16741895773492,0.015667975137502777,0.3037199595946409,0.0007817988864419532
102626129336565123728,0.0689372178908494,0.007634748112062108,0.29717803053961556,0.000159873626356944
109725449640114145911,0.002051702913418137,0.00045027906890742457,0.24273373266219594,2.1092350664329294e-08
