Community,Node ID,Features
Community 1,104678191247579814431,"['gender:2', 'job_title:family', 'job_title:for', 'job_title:liaison', 'job_title:photographer,', 'job_title:writer,', 'place:Buffalo,', 'place:New']"
Community 1,110007205463584534134,"['gender:1', 'job_title:editor', 'job_title:photographer,', 'job_title:writer,', 'last_name:john']"
Community 1,104215639329521542302,"['gender:1', 'last_name:jeff']"
Community 1,108866766699357318662,"['gender:2', 'job_title:+', 'job_title:developer', 'job_title:photographer', 'job_title:web', 'last_name:tara']"
Community 1,111294901335901191983,"['gender:2', 'last_name:shannon', 'university:Cabrillo', 'university:University']"
Community 1,103503116383846951534,"['gender:1', 'job_title:designer', 'place:Honolulu', 'place:London', 'place:New', 'place:Seattle', 'place:Tokyo']"
Community 1,118208834515255752193,"['gender:2', 'job_title:...', 'job_title:a', 'job_title:camera,', 'job_title:food', 'job_title:mother,', 'job_title:of', 'job_title:or', 'job_title:sometimes', 'job_title:studying', 'place:Singapore']"
Community 1,109618601395391434564,[]
Community 1,107650451991930674897,"['gender:2', 'job_title:photographer', 'last_name:anna']"
Community 1,100109420053181930599,['gender:2']
Community 1,104770776614693816879,"['gender:1', 'last_name:mike']"
Community 1,106170102981460245504,['gender:1']
Community 1,102920063140431683002,"['gender:1', 'job_title:contract', 'last_name:mark', 'university:University']"
Community 1,103069435655954575455,"['gender:1', 'job_title:artist', 'job_title:photographer', 'job_title:visual', 'last_name:bryan', 'place:New', 'place:San']"
Community 1,103806016066388243587,"['gender:1', 'institution:', 'job_title:-', 'job_title:photographer']"
Community 1,106455052219635361001,"['gender:1', 'institution:Bank', 'job_title:i', 'last_name:michael', 'place:Cleveland', 'place:Cleveland,', 'place:Encino,', 'place:Glendale,', 'place:University', 'university:Ohio']"
Community 1,107929155517801383466,[]
Community 1,107778499192458412127,[]
Community 1,104893524557754738229,"['gender:1', 'job_title:&', 'job_title:documentary', 'job_title:photographer', 'job_title:travel', 'last_name:todd']"
Community 1,103111819620088309060,"['gender:1', 'job_title:at', 'job_title:engineer', 'last_name:dustin']"
Community 1,104486088524980775787,"['gender:1', 'job_title:artist', 'job_title:visual', 'place:Miami,', 'place:Washington']"
Community 1,103245041057625130355,"['gender:1', 'institution:Self', 'job_title:and', 'job_title:graduate', 'job_title:in', 'job_title:nature', 'job_title:photographer', 'job_title:student', 'place:California', 'university:California', 'university:Cornell']"
Community 1,107927249541186073633,[]
Community 1,116123554028678966465,"['gender:2', 'job_title:photographer', 'job_title:professional']"
Community 1,110896523722790469837,"['gender:1', 'job_title:and', 'job_title:photographer', 'job_title:student', 'last_name:ethan']"
Community 1,115851550445020159565,"['gender:1', 'last_name:josh', 'place:London']"
Community 1,112759145058424854671,[]
Community 1,105788536249289182288,"['gender:1', 'place:Hillsboro,', 'place:San']"
Community 1,107877829722242329922,[]
Community 1,104867148520425189911,"['gender:1', 'job_title:specialist']"
Community 1,105964628633957244534,"['gender:1', 'job_title:it', 'job_title:professional']"
Community 1,116889127769965062962,[]
Community 1,100190655365702878730,['last_name:gary']
Community 1,110334143643816920823,"['gender:1', 'institution:Dell', 'job_title:computer', 'job_title:engineer', 'job_title:photographer,', 'job_title:tech', 'last_name:peter', 'place:Atlanta,', 'place:Shanghai,']"
Community 1,115512958737234042650,['gender:1']
Community 1,115315381065204345007,[]
Community 1,116616473522216111363,['gender:1']
Community 1,117926180239215978640,[]
Community 1,106804288949826635270,"['gender:1', 'institution:Self', 'institution:US', 'job_title:training', 'place:Charleston,', 'place:Lake', 'place:Oakland,', 'place:San', 'place:Santa']"
Community 1,107221142875015274837,['gender:2']
Community 1,115120856388820348736,"['gender:1', 'institution:', 'last_name:anthony']"
Community 1,101963597801596120711,"['gender:2', 'last_name:jeanette', 'place:Harare,', 'place:Johannesburg,']"
Community 1,118391323892426354857,"['gender:1', 'job_title:inc.', 'last_name:scott']"
Community 1,115438915076156178487,"['gender:1', 'job_title:currently', 'job_title:next', 'job_title:time.']"
Community 1,110727524106003793026,"['gender:1', 'job_title:photography', 'last_name:ryan', 'place:Boulder', 'place:Houston', 'place:London', 'place:New', 'place:San', 'place:Seattle', 'university:University']"
Community 1,105786329165387175660,"['gender:1', 'job_title:&', 'job_title:engineer,', 'job_title:photographer', 'job_title:software', 'place:Irvine,']"
Community 1,110511685769077130162,"['gender:1', 'job_title:photographer', 'last_name:mark']"
Community 1,111436932373374310744,[]
Community 1,115497159464714580796,"['gender:1', 'last_name:carlos']"
Community 1,104016588158459361282,[]
Community 1,108470801637099721956,['gender:1']
Community 1,101682363120803229099,"['gender:1', 'institution:Northrop', 'last_name:geoff']"
Community 1,114127770085561510918,[]
Community 1,109813962904244597868,['gender:2']
Community 1,113859540036726448291,"['gender:2', 'job_title:is', 'job_title:my', 'job_title:passion.', 'job_title:photography', 'last_name:sharon']"
Community 1,112546953300159727405,"['gender:1', 'job_title:dog', 'job_title:lover,', 'job_title:photographer,', 'last_name:michael', 'place:Boston']"
Community 1,102128561574743081027,[]
Community 1,107953073710704668222,"['gender:1', 'job_title:and', 'job_title:photography', 'last_name:jim']"
Community 1,117728611187295597769,"['gender:1', 'job_title:&', 'job_title:designer', 'job_title:internet', 'job_title:marketer,', 'job_title:photographer', 'last_name:jeremy', 'place:Florida', 'place:Hawaii']"
Community 1,118225658028481772649,"['gender:1', 'last_name:pierre']"
Community 1,104744726224419902744,"['gender:1', 'job_title:communications', 'job_title:corporate', 'job_title:director', 'job_title:of']"
Community 1,108734381985540644987,[]
Community 1,112237365171998001876,"['gender:2', 'last_name:casey']"
Community 1,104178723837900724588,"['gender:1', 'job_title:artist,', 'job_title:developer,', 'job_title:digital', 'job_title:photographer', 'last_name:tony', 'place:Chicago,']"
Community 1,115642158535686170781,[]
Community 1,110053263559112570543,"['gender:1', 'job_title:it', 'job_title:manager', 'last_name:marcelo']"
Community 1,115554090246070526639,[]
Community 1,114634469290344215480,['gender:1']
Community 1,103561847705963058569,"['gender:1', 'job_title:=', 'last_name:mike', 'university:UMUC']"
Community 1,109899289749426927448,"['gender:1', 'institution:', 'place:India', 'place:Israel', 'place:Nicaragua']"
Community 1,101155443773705571285,"['gender:1', 'job_title:photographer', 'last_name:todd']"
Community 1,112632260187323187916,"['gender:1', 'job_title:and', 'job_title:other', 'job_title:pictures', 'job_title:stuff', 'job_title:take', 'last_name:eric']"
Community 1,112311470127292513285,"['gender:2', 'job_title:photographer', 'place:Fairfax,']"
Community 1,116999207197353936677,"['gender:1', 'last_name:jon']"
Community 1,104527974589315823035,"['gender:1', 'last_name:eric']"
Community 1,113027837615023628132,"['gender:1', 'institution:NBC', 'job_title:community', 'job_title:manager,', 'job_title:news', 'last_name:anthony']"
Community 1,106711803105103787711,"['gender:1', 'last_name:ivan']"
Community 1,113900138806012194956,['last_name:eric']
Community 1,114969675270324680172,"['institution:BBC', 'job_title:and', 'job_title:director', 'job_title:editor', 'last_name:david', 'place:Edinburgh', 'place:London', 'place:New', 'university:Syracuse']"
Community 1,111819236720804784066,"['gender:1', 'job_title:photography', 'last_name:michael', 'university:University']"
Community 1,100830123352736594226,"['gender:1', 'last_name:mikko']"
Community 1,101651096660571767183,"['gender:1', 'job_title:photographer', 'last_name:daniel']"
Community 1,111292852688797062644,"['gender:1', 'job_title:engineer', 'job_title:senior', 'job_title:software', 'last_name:jeremy']"
Community 1,111831478459732211063,"['gender:1', 'last_name:william']"
Community 1,111583991024851468345,"['place:Berkeley,']"
Community 1,108223631683007245807,[]
Community 1,105406713523222664494,"['gender:1', 'job_title:editor', 'job_title:i', 'job_title:photographer', 'job_title:video', 'last_name:john', 'place:Houston,', 'place:Oakland,', 'place:San']"
Community 1,104455362045911949140,[]
Community 1,103657280492137983446,"['gender:2', 'job_title:&', 'job_title:event', 'job_title:photographer']"
Community 1,107105348072959327741,"['gender:1', 'job_title:/', 'job_title:developer', 'job_title:software', 'last_name:tomasz']"
Community 1,105267656376269695918,"['gender:1', 'job_title:ceo,', 'last_name:aaron']"
Community 1,101791177624236997185,"['gender:2', 'job_title:&', 'job_title:mom', 'job_title:to', 'last_name:julia']"
Community 1,107784212140893392732,"['gender:1', 'job_title:developer', 'job_title:illustrator', 'job_title:photographer', 'job_title:non-ascii_633', 'last_name:brandon']"
Community 1,115027064344359909639,[]
Community 1,112384360849119488430,"['gender:2', 'institution:self', 'job_title:and', 'job_title:estate', 'job_title:real', 'place:Oakland,']"
Community 1,108855274112594118541,"['gender:1', 'job_title:a', 'job_title:an', 'job_title:being', 'job_title:but', 'job_title:guy', 'job_title:i', ""job_title:i'm"", 'job_title:it', 'job_title:pays', 'job_title:photographer', 'job_title:the', 'job_title:think', 'last_name:john', 'place:Brooklyn,', 'place:New', 'place:Syracuse,']"
Community 1,111557988109638065224,"['gender:1', 'job_title:photographer', 'last_name:jonathan']"
Community 1,115409439975765947523,"['gender:1', 'job_title:design', 'job_title:evangelist', 'last_name:terry', 'place:Detroit,']"
Community 1,103855721758679327070,"['gender:2', 'place:Amsterdam']"
Community 1,106930820875100875937,"['gender:1', 'job_title:culture', 'job_title:filmmaker,', 'job_title:writer,', 'last_name:charles']"
Community 1,102220695034954692847,[]
Community 1,100784600530487201307,[]
Community 1,104555560442231092804,"['gender:2', 'last_name:charlotte']"
Community 1,114205894819109202624,"['gender:1', 'job_title:&', 'job_title:engineer', 'job_title:photographer', 'last_name:mike']"
Community 1,107107966604134599612,"['gender:1', 'job_title:consultant', 'job_title:it']"
Community 1,113400351102255476238,"['gender:1', 'job_title:and', 'job_title:computer', 'job_title:engineer', 'job_title:enterprise', 'last_name:michael']"
Community 1,110677399908549124400,"['gender:1', 'job_title:photography', 'job_title:web']"
Community 1,106443907091700441804,"['gender:2', 'job_title:&', 'job_title:director', 'job_title:of', 'job_title:services', 'job_title:student', 'last_name:michelle']"
Community 1,112466252788633155794,['gender:1']
Community 1,113997304677714379414,[]
Community 1,100550278452176305982,"['gender:1', 'job_title:administrator', 'job_title:database']"
Community 1,114625400847885309794,"['gender:1', 'last_name:raphael', 'place:Dublin', 'place:Frankfurt', 'place:San', 'place:Tampa']"
Community 1,117500303164564972378,[]
Community 1,110286141446904173472,"['gender:1', 'last_name:klaus']"
Community 1,106894339003893064500,[]
Community 1,111387258390890460828,[]
Community 1,115595232870915667505,['gender:2']
Community 1,104201507644960011701,[]
Community 1,114153859732710523651,"['gender:2', 'job_title:&', 'job_title:about', 'job_title:all', 'job_title:art', 'job_title:design']"
