Circle Name,Node ID,Features
4obiTa7Mij4,113912634738663811163,['gender:1']
4obiTa7Mij4,114203621746806935342,['gender:2']
4obiTa7Mij4,104341900759397757880,[]
4obiTa7Mij4,100336085988747292691,"['gender:1', 'last_name:nathan']"
4obiTa7Mij4,108821489998606902666,"['gender:2', 'job_title:and', 'job_title:of', 'job_title:one', 'last_name:kc', ""university:Xavier's""]"
4obiTa7Mij4,117480548464445754186,['gender:2']
4obiTa7Mij4,108738965548248325351,"['gender:1', 'last_name:brian']"
4obiTa7Mij4,110224297487487560595,"['gender:1', 'job_title:doing', 'job_title:nothing', 'job_title:or', 'last_name:non-ascii_1222']"
4obiTa7Mij4,102143492477173067981,['gender:2']
4obiTa7Mij4,108782005507296260225,"['job_title:student', 'last_name:steven']"
4obiTa7Mij4,118360657256718674113,['gender:1']
4obiTa7Mij4,107993952342609782826,"['gender:1', 'job_title:a', 'job_title:am', 'job_title:carer', 'job_title:for', 'job_title:my', 'last_name:paul', 'place:bristol']"
4obiTa7Mij4,105411056393426072571,"['gender:1', 'last_name:andrew']"
4obiTa7Mij4,112715293106822551106,"['gender:2', 'last_name:anna']"
4obiTa7Mij4,104708995356038189416,[]
4obiTa7Mij4,103222964490119077133,"['gender:1', 'university:Saint']"
4obiTa7Mij4,111864732152310614663,"['gender:1', 'last_name:nick']"
4obiTa7Mij4,101508625854771954338,"['gender:1', 'last_name:dmitry']"
4obiTa7Mij4,106805948636524457039,"['gender:1', 'last_name:cristian']"
4obiTa7Mij4,103716366627982837466,"['gender:2', 'last_name:susan', 'place:Kempten']"
4obiTa7Mij4,116454909342425063685,"['gender:1', 'job_title:it', 'last_name:joe']"
4obiTa7Mij4,103195360697505980456,"['gender:1', 'job_title:&', 'job_title:architect', 'job_title:development', 'job_title:engineering', 'job_title:web', 'place:Rome,', 'place:San', 'place:Tokyo,']"
4obiTa7Mij4,116096939684164447967,"['gender:1', 'last_name:dung']"
4obiTa7Mij4,112329652617120664320,"['gender:1', 'job_title:student', 'last_name:david']"
4obiTa7Mij4,105433899137256415625,[]
4obiTa7Mij4,102686616929258912550,['last_name:nick']
4obiTa7Mij4,103341451860952619043,"['gender:1', 'last_name:stefan']"
4obiTa7Mij4,110532666578751914101,"['gender:2', 'last_name:helena', 'place:Bogota', 'place:Montevideo', 'place:Paris']"
4obiTa7Mij4,112496371213623651840,['gender:1']
4obiTa7Mij4,115009360298107068157,['gender:1']
4obiTa7Mij4,113802492661269278824,"['gender:2', 'job_title:unemployed']"
4obiTa7Mij4,100616411572886359734,"['gender:1', 'place:Zagreb']"
4obiTa7Mij4,113873781986693688389,"['gender:1', 'job_title:computers', 'job_title:field', 'job_title:technician']"
4obiTa7Mij4,102202331517715653752,"['gender:1', 'institution:Sega']"
4obiTa7Mij4,115375778237392206743,['last_name:mario']
4obiTa7Mij4,116299589545421107001,['gender:2']
4obiTa7Mij4,114793644794821621932,['gender:1']
4obiTa7Mij4,100390911285440072785,"['gender:1', 'job_title:as', 'job_title:doing', 'last_name:paul']"
4obiTa7Mij4,106390582790525204035,"['gender:1', 'last_name:david']"
4obiTa7Mij4,101550987952310281630,"['gender:1', 'last_name:matt']"
4obiTa7Mij4,102522500090947503238,"['gender:1', 'last_name:brian']"
4obiTa7Mij4,107034798934468013182,"['gender:1', 'job_title:world', 'last_name:jonathan']"
4obiTa7Mij4,100999033796604415123,"['gender:2', 'job_title:employed', 'job_title:self', 'place:Jakarta']"
4obiTa7Mij4,111474606582438251199,"['gender:2', 'last_name:martina']"
4obiTa7Mij4,107200430062956176144,"['gender:2', 'last_name:jenn']"
4obiTa7Mij4,105777705799290495968,['gender:1']
4obiTa7Mij4,104593865515694703900,"['gender:1', 'last_name:chris']"
4obiTa7Mij4,100999054273222870046,['gender:1']
4obiTa7Mij4,112495939373510305859,"['gender:1', 'place:Hanoi']"
4obiTa7Mij4,104646488201211720764,"['gender:2', 'institution:', 'job_title:at', 'job_title:home', 'job_title:mom', 'job_title:stay', 'last_name:moni', 'place:All', 'place:California']"
4obiTa7Mij4,113633362967830926573,"['gender:1', 'last_name:steffen']"
4obiTa7Mij4,103742783408207096451,"['gender:1', 'last_name:jeremy']"
4obiTa7Mij4,109029512831662153590,"['gender:2', 'job_title:needs', 'job_title:whatever', 'last_name:sarah', 'place:Baltimore', 'university:Kaplan']"
4obiTa7Mij4,112623636099891141840,['gender:1']
4obiTa7Mij4,114525403423298536808,"['gender:1', 'last_name:non-ascii_1553', 'place:non-ascii_2159']"
4obiTa7Mij4,100656496473269609877,"['gender:1', 'place:Houston', 'place:Taipei', 'place:Vancouver', 'university:Simon']"
4obiTa7Mij4,114876601050379165428,"['gender:1', 'last_name:magic']"
4obiTa7Mij4,111645654613763694457,"['gender:1', 'job_title:industrial', 'job_title:ingeniero']"
4obiTa7Mij4,114068432671808519050,"['gender:2', 'last_name:sandra']"
4obiTa7Mij4,103397298595530267892,['gender:1']
4obiTa7Mij4,105451808940391245460,"['gender:1', 'job_title:!', 'job_title:student', 'place:non-ascii_1973']"
4obiTa7Mij4,110714459069672643628,"['gender:1', 'place:Istanbul']"
4obiTa7Mij4,117483731061925679634,['gender:2']
4obiTa7Mij4,100722753929517370017,"['gender:2', 'last_name:erica', 'place:Gainesville,', 'place:Tallahassee,', 'place:West', 'university:Florida']"
4obiTa7Mij4,111083308375001753987,"['gender:1', 'job_title:developer', 'job_title:game', 'job_title:indie', 'last_name:richard', 'place:Kansas', 'place:Philippines', 'place:San', 'place:Thailand']"
4obiTa7Mij4,115133695821197725181,"['gender:2', 'place:Miami']"
4obiTa7Mij4,114754697946961851157,"['gender:1', 'last_name:christopher']"
4obiTa7Mij4,108222503911864518174,"['gender:1', 'last_name:joseph']"
4obiTa7Mij4,115097399944496658764,['gender:2']
4obiTa7Mij4,116036481515659867450,"['gender:1', 'last_name:big', 'place:Essen', 'place:Gelsenkirchen']"
4obiTa7Mij4,104279041299993485202,['gender:2']
4obiTa7Mij4,115906860576094139773,"['gender:1', 'last_name:jesse']"
4obiTa7Mij4,107270426617938957106,['gender:1']
4obiTa7Mij4,101018145439027560672,"['gender:1', 'last_name:chris']"
4obiTa7Mij4,100157545290626109770,['last_name:robert']
4obiTa7Mij4,115744780727603059385,['gender:2']
4obiTa7Mij4,116041140171133953176,"['gender:1', 'last_name:leo']"
4obiTa7Mij4,100031729696397627369,['gender:1']
4obiTa7Mij4,117888860379667170672,"['gender:1', 'job_title:coffee', 'job_title:i', 'job_title:love', 'last_name:dennis']"
4obiTa7Mij4,112934353089140833925,['gender:2']
4obiTa7Mij4,106451912309633525724,['gender:2']
4obiTa7Mij4,101559495611773608240,['gender:2']
4obiTa7Mij4,105679350230631156017,"['gender:1', 'job_title:awesome', 'job_title:be', 'last_name:tyler']"
4obiTa7Mij4,117283869162666946515,"['gender:1', 'last_name:mike']"
4obiTa7Mij4,102267639772177037037,"['gender:1', 'last_name:david']"
4obiTa7Mij4,102108165530870690269,['gender:1']
4obiTa7Mij4,109872702242469176656,"['gender:1', 'last_name:andreas']"
4obiTa7Mij4,107334468980085426372,"['gender:1', 'last_name:martin', 'place:Prague']"
4obiTa7Mij4,117370966349661191969,"['gender:1', 'last_name:charles', 'place:Scranton,']"
4obiTa7Mij4,118406947175698431098,"['gender:1', 'last_name:jason']"
4obiTa7Mij4,100408528423037919018,"['gender:1', 'last_name:brian']"
4obiTa7Mij4,103466986999034188157,"['gender:1', 'last_name:non-ascii_1549']"
4obiTa7Mij4,103866964593319797471,"['gender:1', 'place:Green']"
4obiTa7Mij4,113045466450565088455,[]
4obiTa7Mij4,113133012143826213877,"['gender:2', 'institution:', 'job_title:student']"
4obiTa7Mij4,110200090267880894083,"['gender:1', 'last_name:william']"
4obiTa7Mij4,105625444509721186627,"['gender:2', 'job_title:and', 'job_title:music', 'job_title:video']"
4obiTa7Mij4,114854050793213786454,"['gender:1', 'job_title:developer', 'job_title:web']"
4obiTa7Mij4,112382335653579766100,"['gender:1', 'last_name:david']"
4obiTa7Mij4,111746951539662187514,['gender:1']
4obiTa7Mij4,118244930991753609833,['gender:2']
4obiTa7Mij4,110900103939806854297,"['gender:2', 'last_name:zoe']"
4obiTa7Mij4,118304269524348478206,['gender:1']
4obiTa7Mij4,105023800589153401353,"['gender:2', 'last_name:bettina']"
4obiTa7Mij4,107982678256636524642,"['gender:1', 'job_title:developer', 'job_title:software', 'last_name:kenneth', 'place:Florida']"
4obiTa7Mij4,105990743656193359936,['gender:2']
4obiTa7Mij4,118043829592310213261,"['gender:1', 'last_name:alex']"
4obiTa7Mij4,115351123265607800199,"['gender:1', 'last_name:darren', 'place:Los']"
4obiTa7Mij4,117011524888311158858,"['gender:1', 'job_title:graduate', 'job_title:student', 'last_name:alan', 'place:Baltimore,', 'university:Ohio', 'university:Weber']"
4obiTa7Mij4,112549320206858533351,['gender:1']
4obiTa7Mij4,117498889196623755427,"['gender:1', 'last_name:jason']"
4obiTa7Mij4,104573486059675635690,['gender:1']
4obiTa7Mij4,101950296364337023624,"['gender:1', 'last_name:dan']"
4obiTa7Mij4,103020619488054482955,"['gender:1', 'job_title:a', 'job_title:am', 'job_title:chef', 'job_title:i', 'last_name:alex', 'place:Japan']"
4obiTa7Mij4,112037618899011486869,['gender:2']
4obiTa7Mij4,112182014010790169687,"['gender:1', 'job_title:analyst', 'job_title:data', 'last_name:steve', 'place:Potsdam', 'university:Clarkson']"
4obiTa7Mij4,116729648165664031328,"['gender:1', 'last_name:roman']"
4obiTa7Mij4,105392362718320035165,"['gender:1', 'university:Wheeling']"
4obiTa7Mij4,103306003468002442192,[]
4obiTa7Mij4,102954719029374709928,"['gender:1', 'last_name:paul', 'place:Nottingham', 'place:Perth']"
4obiTa7Mij4,109721710332650526284,"['gender:1', 'job_title:sinh', 'job_title:non-ascii_852']"
4obiTa7Mij4,117547656323494693475,"['gender:2', 'last_name:anna']"
4obiTa7Mij4,107481991214757842241,"['gender:2', 'last_name:manuela', 'place:Zagreb']"
4obiTa7Mij4,114205919087035562033,"['gender:2', 'last_name:ruth']"
4obiTa7Mij4,100539174979656355143,['gender:2']
4obiTa7Mij4,118435906254967423646,['gender:3']
4obiTa7Mij4,101215591357129842563,['gender:2']
4obiTa7Mij4,114093385086167321636,['last_name:travis']
4obiTa7Mij4,106571085958180090207,"['gender:3', 'job_title:slave', 'last_name:shana', 'place:Germany']"
4obiTa7Mij4,100881464575528030643,"['gender:1', 'job_title:nothing', 'last_name:chris']"
4obiTa7Mij4,118374725645290737881,"['gender:1', 'last_name:nikola']"
4obiTa7Mij4,109710860352466992293,['gender:1']
4obiTa7Mij4,107765933329739138214,"['gender:1', 'last_name:james']"
4obiTa7Mij4,117923884289092610997,['gender:1']
4obiTa7Mij4,103400539017655918383,['gender:1']
4obiTa7Mij4,100668347524997768777,"['gender:2', 'job_title:time']"
